identifiant GO	définition	occurence	pvalue
GO:0043748	F:O-succinylbenzoate synthase activity	{'GO:0000006': 0}	1.0
GO:0043751	F:polyphosphate:AMP phosphotransferase activity	{'GO:0000006': 0}	1.0
GO:0043752	F:adenosylcobinamide kinase activity	{'GO:0000006': 0}	1.0
GO:0043755	F:alpha-ribazole phosphatase activity	{'GO:0000006': 0}	1.0
GO:0043765	F:T/G mismatch-specific endonuclease activity	{'GO:0000006': 0}	1.0
GO:0043768	F:S-ribosylhomocysteine lyase activity	{'GO:0000006': 0}	1.0
GO:0043770	F:demethylmenaquinone methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0043771	F:cytidine kinase activity	{'GO:0000006': 0}	1.0
GO:0043772	F:acyl-phosphate glycerol-3-phosphate acyltransferase activity	{'GO:0000006': 0}	1.0
GO:0043798	F:glycerate 2-kinase activity	{'GO:0000006': 0}	1.0
GO:0043811	F:phosphate:acyl-[acyl carrier protein] acyltransferase activity	{'GO:0000006': 0}	1.0
GO:0043815	F:phosphoribosylglycinamide formyltransferase 2 activity	{'GO:0000006': 0}	1.0
GO:0043821	F:propionyl-CoA:succinate CoA-transferase activity	{'GO:0000006': 0}	1.0
GO:0043824	F:succinylglutamate-semialdehyde dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0043825	F:succinylornithine transaminase activity	{'GO:0000006': 0}	1.0
GO:0043828	F:tRNA 2-selenouridine synthase activity	{'GO:0000006': 0}	1.0
GO:0043838	F:phosphatidylethanolamine:Kdo2-lipid A phosphoethanolamine transferase activity	{'GO:0000006': 0}	1.0
GO:0043842	F:Kdo transferase activity	{'GO:0000006': 0}	1.0
GO:0043846	C:DNA polymerase III, clamp loader complex	{'GO:0000006': 0}	1.0
GO:0043847	C:DNA polymerase III, clamp loader chi/psi subcomplex	{'GO:0000006': 0}	1.0
GO:0043856	F:anti-sigma factor antagonist activity	{'GO:0000006': 0}	1.0
GO:0043872	F:lysine:cadaverine antiporter activity	{'GO:0000006': 0}	1.0
GO:0043873	F:pyruvate-flavodoxin oxidoreductase activity	{'GO:0000006': 0}	1.0
GO:0043875	F:2-ketobutyrate formate-lyase activity	{'GO:0000006': 0}	1.0
GO:0043877	F:galactosamine-6-phosphate isomerase activity	{'GO:0000006': 0}	1.0
GO:0043879	F:glycolate transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0043887	F:melibiose:sodium symporter activity	{'GO:0000006': 0}	1.0
GO:0043906	F:Ala-tRNA(Pro) hydrolase activity	{'GO:0000006': 0}	1.0
GO:0043907	F:Cys-tRNA(Pro) hydrolase activity	{'GO:0000006': 0}	1.0
GO:0043908	F:Ser(Gly)-tRNA(Ala) hydrolase activity	{'GO:0000006': 0}	1.0
GO:0043916	F:DNA-7-methylguanine glycosylase activity	{'GO:0000006': 0}	1.0
GO:0043918	F:cadaverine aminopropyltransferase activity	{'GO:0000006': 0}	1.0
GO:0043952	P:protein transport by the Sec complex	{'GO:0000006': 0}	1.0
GO:0043953	P:protein transport by the Tat complex	{'GO:0000006': 0}	1.0
GO:0043957	F:acryloyl-CoA reductase (NADP+) activity	{'GO:0000006': 0}	1.0
GO:0043963	P:modulation by symbiont of host adenylate cyclase-mediated signal transduction	{'GO:0000006': 0}	1.0
GO:0044010	P:single-species biofilm formation	{'GO:0000006': 0}	1.0
GO:0044011	P:single-species biofilm formation on inanimate substrate	{'GO:0000006': 0}	1.0
GO:0044038	P:cell wall macromolecule biosynthetic process	{'GO:0000006': 0}	1.0
GO:0044092	P:negative regulation of molecular function	{'GO:0000006': 0}	1.0
GO:0044179	P:hemolysis in other organism	{'GO:0000006': 0}	1.0
GO:0044183	F:protein folding chaperone	{'GO:0000006': 0}	1.0
GO:0044205	P:'de novo' UMP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0044206	P:UMP salvage	{'GO:0000006': 0}	1.0
GO:0044208	P:'de novo' AMP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0044209	P:AMP salvage	{'GO:0000006': 0}	1.0
GO:0044210	P:'de novo' CTP biosynthetic process	{'GO:0000006': 0}	1.0
GO:0044211	P:CTP salvage	{'GO:0000006': 0}	1.0
GO:0044238	P:primary metabolic process	{'GO:0000006': 0}	1.0
GO:0044248	P:cellular catabolic process	{'GO:0000006': 0}	1.0
GO:0044255	P:cellular lipid metabolic process	{'GO:0000006': 0}	1.0
GO:0044262	P:cellular carbohydrate metabolic process	{'GO:0000006': 0}	1.0
GO:0044271	P:cellular nitrogen compound biosynthetic process	{'GO:0000006': 0}	1.0
GO:0044273	P:sulfur compound catabolic process	{'GO:0000006': 0}	1.0
GO:0044275	P:cellular carbohydrate catabolic process	{'GO:0000006': 0}	1.0
GO:0044318	F:L-aspartate:fumarate oxidoreductase activity	{'GO:0000006': 0}	1.0
GO:0044341	P:sodium-dependent phosphate transport	{'GO:0000006': 0}	1.0
GO:0044349	P:DNA excision	{'GO:0000006': 0}	1.0
GO:0044355	P:clearance of foreign intracellular DNA	{'GO:0000006': 0}	1.0
GO:0044374	F:sequence-specific DNA binding, bending	{'GO:0000006': 0}	1.0
GO:0044384	C:host outer membrane	{'GO:0000006': 0}	1.0
GO:0044532	P:modulation of apoptotic process in other organism	{'GO:0000006': 0}	1.0
GO:0044547	F:DNA topoisomerase binding	{'GO:0000006': 0}	1.0
GO:0044550	P:secondary metabolite biosynthetic process	{'GO:0000006': 0}	1.0
GO:0044569	C:[Ni-Fe] hydrogenase complex	{'GO:0000006': 0}	1.0
GO:0044571	P:[2Fe-2S] cluster assembly	{'GO:0000006': 0}	1.0
GO:0044610	F:FMN transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0044659	P:viral release from host cell by cytolysis	{'GO:0000006': 0}	1.0
GO:0044667	F:(R)-carnitine:4-(trimethylammonio)butanoate antiporter activity	{'GO:0000006': 0}	1.0
GO:0044715	F:8-oxo-dGDP phosphatase activity	{'GO:0000006': 0}	1.0
GO:0044716	F:8-oxo-GDP phosphatase activity	{'GO:0000006': 0}	1.0
GO:0044718	P:siderophore transmembrane transport	{'GO:0000006': 0}	1.0
GO:0044729	F:hemi-methylated DNA-binding	{'GO:0000006': 0}	1.0
GO:0044764	P:multi-organism cellular process	{'GO:0000006': 0}	1.0
GO:0044776	C:DNA polymerase III, core complex	{'GO:0000006': 0}	1.0
GO:0044780	P:bacterial-type flagellum assembly	{'GO:0000006': 0}	1.0
GO:0044781	P:bacterial-type flagellum organization	{'GO:0000006': 0}	1.0
GO:0044787	P:bacterial-type DNA replication	{'GO:0000006': 0}	1.0
GO:0044799	C:NarGHI complex	{'GO:0000006': 0}	1.0
GO:0044826	P:viral genome integration into host DNA	{'GO:0000006': 0}	1.0
GO:0044874	P:lipoprotein localization to outer membrane	{'GO:0000006': 0}	1.0
GO:0044877	F:protein-containing complex binding	{'GO:0000006': 0}	1.0
GO:0045004	P:DNA replication proofreading	{'GO:0000006': 0}	1.0
GO:0045013	P:carbon catabolite repression of transcription	{'GO:0000006': 0}	1.0
GO:0045127	F:N-acetylglucosamine kinase activity	{'GO:0000006': 0}	1.0
GO:0045145	F:single-stranded DNA 5'-3' exodeoxyribonuclease activity	{'GO:0000006': 0}	1.0
GO:0045148	F:tripeptide aminopeptidase activity	{'GO:0000006': 0}	1.0
GO:0045152	F:antisigma factor binding	{'GO:0000006': 0}	1.0
GO:0045182	F:translation regulator activity	{'GO:0000006': 0}	1.0
GO:0045203	C:integral component of cell outer membrane	{'GO:0000006': 0}	1.0
GO:0045226	P:extracellular polysaccharide biosynthetic process	{'GO:0000006': 0}	1.0
GO:0045227	P:capsule polysaccharide biosynthetic process	{'GO:0000006': 0}	1.0
GO:0045228	P:slime layer polysaccharide biosynthetic process	{'GO:0000006': 0}	1.0
GO:0045239	C:tricarboxylic acid cycle enzyme complex	{'GO:0000006': 0}	1.0
GO:0045250	C:cytosolic pyruvate dehydrogenase complex	{'GO:0000006': 0}	1.0
GO:0045252	C:oxoglutarate dehydrogenase complex	{'GO:0000006': 0}	1.0
GO:0045254	C:pyruvate dehydrogenase complex	{'GO:0000006': 0}	1.0
GO:0045261	C:proton-transporting ATP synthase complex, catalytic core F(1)	{'GO:0000006': 0}	1.0
GO:0045263	C:proton-transporting ATP synthase complex, coupling factor F(o)	{'GO:0000006': 0}	1.0
GO:0045271	C:respiratory chain complex I	{'GO:0000006': 0}	1.0
GO:0045272	C:plasma membrane respiratory chain complex I	{'GO:0000006': 0}	1.0
GO:0045281	C:succinate dehydrogenase complex	{'GO:0000006': 0}	1.0
GO:0045282	C:plasma membrane succinate dehydrogenase complex	{'GO:0000006': 0}	1.0
GO:0045284	C:plasma membrane fumarate reductase complex	{'GO:0000006': 0}	1.0
GO:0045330	F:aspartyl esterase activity	{'GO:0000006': 0}	1.0
GO:0045333	P:cellular respiration	{'GO:0000006': 0}	1.0
GO:0045337	P:farnesyl diphosphate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0045437	F:uridine nucleosidase activity	{'GO:0000006': 0}	1.0
GO:0045454	P:cell redox homeostasis	{'GO:0000006': 0}	1.0
GO:0045471	P:response to ethanol	{'GO:0000006': 0}	1.0
GO:0045490	P:pectin catabolic process	{'GO:0000006': 0}	1.0
GO:0045493	P:xylan catabolic process	{'GO:0000006': 0}	1.0
GO:0045717	P:negative regulation of fatty acid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0045719	P:negative regulation of glycogen biosynthetic process	{'GO:0000006': 0}	1.0
GO:0045723	P:positive regulation of fatty acid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0045727	P:positive regulation of translation	{'GO:0000006': 0}	1.0
GO:0045732	P:positive regulation of protein catabolic process	{'GO:0000006': 0}	1.0
GO:0045733	P:acetate catabolic process	{'GO:0000006': 0}	1.0
GO:0045819	P:positive regulation of glycogen catabolic process	{'GO:0000006': 0}	1.0
GO:0045828	P:positive regulation of isoprenoid metabolic process	{'GO:0000006': 0}	1.0
GO:0045848	P:positive regulation of nitrogen utilization	{'GO:0000006': 0}	1.0
GO:0045859	P:regulation of protein kinase activity	{'GO:0000006': 0}	1.0
GO:0045861	P:negative regulation of proteolysis	{'GO:0000006': 0}	1.0
GO:0045862	P:positive regulation of proteolysis	{'GO:0000006': 0}	1.0
GO:0045881	P:positive regulation of sporulation resulting in formation of a cellular spore	{'GO:0000006': 0}	1.0
GO:0045883	P:positive regulation of sulfur utilization	{'GO:0000006': 0}	1.0
GO:0045892	P:negative regulation of transcription, DNA-templated	{'GO:0000006': 0}	1.0
GO:0045893	P:positive regulation of transcription, DNA-templated	{'GO:0000006': 0}	1.0
GO:0045900	P:negative regulation of translational elongation	{'GO:0000006': 0}	1.0
GO:0045903	P:positive regulation of translational fidelity	{'GO:0000006': 0}	1.0
GO:0045911	P:positive regulation of DNA recombination	{'GO:0000006': 0}	1.0
GO:0045912	P:negative regulation of carbohydrate metabolic process	{'GO:0000006': 0}	1.0
GO:0045913	P:positive regulation of carbohydrate metabolic process	{'GO:0000006': 0}	1.0
GO:0045926	P:negative regulation of growth	{'GO:0000006': 0}	1.0
GO:0045936	P:negative regulation of phosphate metabolic process	{'GO:0000006': 0}	1.0
GO:0045947	P:negative regulation of translational initiation	{'GO:0000006': 0}	1.0
GO:0045948	P:positive regulation of translational initiation	{'GO:0000006': 0}	1.0
GO:0045974	P:regulation of translation, ncRNA-mediated	{'GO:0000006': 0}	1.0
GO:0045975	P:positive regulation of translation, ncRNA-mediated	{'GO:0000006': 0}	1.0
GO:0046040	P:IMP metabolic process	{'GO:0000006': 0}	1.0
GO:0046047	P:TTP catabolic process	{'GO:0000006': 0}	1.0
GO:0046050	P:UMP catabolic process	{'GO:0000006': 0}	1.0
GO:0046052	P:UTP catabolic process	{'GO:0000006': 0}	1.0
GO:0046061	P:dATP catabolic process	{'GO:0000006': 0}	1.0
GO:0046076	P:dTTP catabolic process	{'GO:0000006': 0}	1.0
GO:0046081	P:dUTP catabolic process	{'GO:0000006': 0}	1.0
GO:0046084	P:adenine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046086	P:adenosine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046098	P:guanine metabolic process	{'GO:0000006': 0}	1.0
GO:0046100	P:hypoxanthine metabolic process	{'GO:0000006': 0}	1.0
GO:0046101	P:hypoxanthine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046103	P:inosine biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046104	P:thymidine metabolic process	{'GO:0000006': 0}	1.0
GO:0046113	P:nucleobase catabolic process	{'GO:0000006': 0}	1.0
GO:0046115	P:guanosine catabolic process	{'GO:0000006': 0}	1.0
GO:0046124	P:purine deoxyribonucleoside catabolic process	{'GO:0000006': 0}	1.0
GO:0046132	P:pyrimidine ribonucleoside biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046133	P:pyrimidine ribonucleoside catabolic process	{'GO:0000006': 0}	1.0
GO:0046166	P:glyceraldehyde-3-phosphate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046167	P:glycerol-3-phosphate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046168	P:glycerol-3-phosphate catabolic process	{'GO:0000006': 0}	1.0
GO:0046176	P:aldonic acid catabolic process	{'GO:0000006': 0}	1.0
GO:0046177	P:D-gluconate catabolic process	{'GO:0000006': 0}	1.0
GO:0046181	P:ketogluconate catabolic process	{'GO:0000006': 0}	1.0
GO:0046183	P:L-idonate catabolic process	{'GO:0000006': 0}	1.0
GO:0046187	P:acetaldehyde catabolic process	{'GO:0000006': 0}	1.0
GO:0046196	P:4-nitrophenol catabolic process	{'GO:0000006': 0}	1.0
GO:0046210	P:nitric oxide catabolic process	{'GO:0000006': 0}	1.0
GO:0046214	P:enterobactin catabolic process	{'GO:0000006': 0}	1.0
GO:0046256	P:2,4,6-trinitrotoluene catabolic process	{'GO:0000006': 0}	1.0
GO:0046271	P:phenylpropanoid catabolic process	{'GO:0000006': 0}	1.0
GO:0046279	P:3,4-dihydroxybenzoate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046292	P:formaldehyde metabolic process	{'GO:0000006': 0}	1.0
GO:0046294	P:formaldehyde catabolic process	{'GO:0000006': 0}	1.0
GO:0046295	P:glycolate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046296	P:glycolate catabolic process	{'GO:0000006': 0}	1.0
GO:0046306	P:alkanesulfonate catabolic process	{'GO:0000006': 0}	1.0
GO:0046316	F:gluconokinase activity	{'GO:0000006': 0}	1.0
GO:0046323	P:glucose import	{'GO:0000006': 0}	1.0
GO:0046325	P:negative regulation of glucose import	{'GO:0000006': 0}	1.0
GO:0046336	P:ethanolamine catabolic process	{'GO:0000006': 0}	1.0
GO:0046342	P:CDP-diacylglycerol catabolic process	{'GO:0000006': 0}	1.0
GO:0046348	P:amino sugar catabolic process	{'GO:0000006': 0}	1.0
GO:0046365	P:monosaccharide catabolic process	{'GO:0000006': 0}	1.0
GO:0046377	P:colanic acid metabolic process	{'GO:0000006': 0}	1.0
GO:0046386	P:deoxyribose phosphate catabolic process	{'GO:0000006': 0}	1.0
GO:0046392	P:galactarate catabolic process	{'GO:0000006': 0}	1.0
GO:0046397	P:galacturonate catabolic process	{'GO:0000006': 0}	1.0
GO:0046416	P:D-amino acid metabolic process	{'GO:0000006': 0}	1.0
GO:0046417	P:chorismate metabolic process	{'GO:0000006': 0}	1.0
GO:0046421	F:methylisocitrate lyase activity	{'GO:0000006': 0}	1.0
GO:0046428	F:1,4-dihydroxy-2-naphthoate octaprenyltransferase activity	{'GO:0000006': 0}	1.0
GO:0046429	F:4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity	{'GO:0000006': 0}	1.0
GO:0046452	P:dihydrofolate metabolic process	{'GO:0000006': 0}	1.0
GO:0046459	P:short-chain fatty acid metabolic process	{'GO:0000006': 0}	1.0
GO:0046470	P:phosphatidylcholine metabolic process	{'GO:0000006': 0}	1.0
GO:0046471	P:phosphatidylglycerol metabolic process	{'GO:0000006': 0}	1.0
GO:0046474	P:glycerophospholipid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046487	P:glyoxylate metabolic process	{'GO:0000006': 0}	1.0
GO:0046496	P:nicotinamide nucleotide metabolic process	{'GO:0000006': 0}	1.0
GO:0046501	P:protoporphyrinogen IX metabolic process	{'GO:0000006': 0}	1.0
GO:0046537	F:2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	{'GO:0000006': 0}	1.0
GO:0046538	F:2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	{'GO:0000006': 0}	1.0
GO:0046553	F:D-malate dehydrogenase (decarboxylating) activity	{'GO:0000006': 0}	1.0
GO:0046566	F:DOPA dioxygenase activity	{'GO:0000006': 0}	1.0
GO:0046583	F:cation efflux transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0046618	P:drug export	{'GO:0000006': 0}	1.0
GO:0046653	P:tetrahydrofolate metabolic process	{'GO:0000006': 0}	1.0
GO:0046654	P:tetrahydrofolate biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046655	P:folic acid metabolic process	{'GO:0000006': 0}	1.0
GO:0046656	P:folic acid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046657	P:folic acid catabolic process	{'GO:0000006': 0}	1.0
GO:0046658	C:anchored component of plasma membrane	{'GO:0000006': 0}	1.0
GO:0046677	P:response to antibiotic	{'GO:0000006': 0}	1.0
GO:0046685	P:response to arsenic-containing substance	{'GO:0000006': 0}	1.0
GO:0046686	P:response to cadmium ion	{'GO:0000006': 0}	1.0
GO:0046687	P:response to chromate	{'GO:0000006': 0}	1.0
GO:0046688	P:response to copper ion	{'GO:0000006': 0}	1.0
GO:0046690	P:response to tellurium ion	{'GO:0000006': 0}	1.0
GO:0046718	P:viral entry into host cell	{'GO:0000006': 0}	1.0
GO:0046777	P:protein autophosphorylation	{'GO:0000006': 0}	1.0
GO:0046790	F:virion binding	{'GO:0000006': 0}	1.0
GO:0046813	P:receptor-mediated virion attachment to host cell	{'GO:0000006': 0}	1.0
GO:0046820	F:4-amino-4-deoxychorismate synthase activity	{'GO:0000006': 0}	1.0
GO:0046835	P:carbohydrate phosphorylation	{'GO:0000006': 0}	1.0
GO:0046839	P:phospholipid dephosphorylation	{'GO:0000006': 0}	1.0
GO:0046854	P:phosphatidylinositol phosphorylation	{'GO:0000006': 0}	1.0
GO:0046855	P:inositol phosphate dephosphorylation	{'GO:0000006': 0}	1.0
GO:0046857	F:oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor	{'GO:0000006': 0}	1.0
GO:0046870	F:cadmium ion binding	{'GO:0000006': 0}	1.0
GO:0046872	F:metal ion binding	{'GO:0000006': 0}	1.0
GO:0046890	P:regulation of lipid biosynthetic process	{'GO:0000006': 0}	1.0
GO:0046892	P:peptidyl-S-carbamoyl-L-cysteine dehydration	{'GO:0000006': 0}	1.0
GO:0046906	F:tetrapyrrole binding	{'GO:0000006': 0}	1.0
GO:0046914	F:transition metal ion binding	{'GO:0000006': 0}	1.0
GO:0046917	F:triphosphoribosyl-dephospho-CoA synthase activity	{'GO:0000006': 0}	1.0
GO:0046930	C:pore complex	{'GO:0000006': 0}	1.0
GO:0046933	F:proton-transporting ATP synthase activity, rotational mechanism	{'GO:0000006': 0}	1.0
GO:0046942	P:carboxylic acid transport	{'GO:0000006': 0}	1.0
GO:0046943	F:carboxylic acid transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0046944	P:protein carbamoylation	{'GO:0000006': 0}	1.0
GO:0046952	P:ketone body catabolic process	{'GO:0000006': 0}	1.0
GO:0046961	F:proton-transporting ATPase activity, rotational mechanism	{'GO:0000006': 0}	1.0
GO:0046982	F:protein heterodimerization activity	{'GO:0000006': 0}	1.0
GO:0046983	F:protein dimerization activity	{'GO:0000006': 0}	1.0
GO:0046990	F:N-hydroxyarylamine O-acetyltransferase activity	{'GO:0000006': 0}	1.0
GO:0047001	F:2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0047070	F:3-carboxyethylcatechol 2,3-dioxygenase activity	{'GO:0000006': 0}	1.0
GO:0047106	F:4-hydroxyphenylacetaldehyde dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0047111	F:formate dehydrogenase (cytochrome-c-553) activity	{'GO:0000006': 0}	1.0
GO:0047134	F:protein-disulfide reductase activity	{'GO:0000006': 0}	1.0
GO:0047150	F:betaine-homocysteine S-methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0047241	F:lipopolysaccharide N-acetylmannosaminouronosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0047270	F:lipopolysaccharide glucosyltransferase II activity	{'GO:0000006': 0}	1.0
GO:0047293	F:4-hydroxybenzoate nonaprenyltransferase activity	{'GO:0000006': 0}	1.0
GO:0047324	F:phosphoenolpyruvate-glycerone phosphotransferase activity	{'GO:0000006': 0}	1.0
GO:0047372	F:acylglycerol lipase activity	{'GO:0000006': 0}	1.0
GO:0047388	F:[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase	{'GO:0000006': 0}	1.0
GO:0047389	F:glycerophosphocholine phosphodiesterase activity	{'GO:0000006': 0}	1.0
GO:0047395	F:glycerophosphoinositol glycerophosphodiesterase activity	{'GO:0000006': 0}	1.0
GO:0047405	F:pyrimidine-5'-nucleotide nucleosidase activity	{'GO:0000006': 0}	1.0
GO:0047408	F:alkenylglycerophosphocholine hydrolase activity	{'GO:0000006': 0}	1.0
GO:0047409	F:alkenylglycerophosphoethanolamine hydrolase activity	{'GO:0000006': 0}	1.0
GO:0047419	F:N-acetylgalactosamine-6-phosphate deacetylase activity	{'GO:0000006': 0}	1.0
GO:0047429	F:nucleoside-triphosphate diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0047440	F:2-dehydro-3-deoxy-D-pentonate aldolase activity	{'GO:0000006': 0}	1.0
GO:0047451	F:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity	{'GO:0000006': 0}	1.0
GO:0047456	F:2-methylisocitrate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0047465	F:N-acylglucosamine-6-phosphate 2-epimerase activity	{'GO:0000006': 0}	1.0
GO:0047475	F:phenylacetate-CoA ligase activity	{'GO:0000006': 0}	1.0
GO:0047480	F:UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity	{'GO:0000006': 0}	1.0
GO:0047484	P:regulation of response to osmotic stress	{'GO:0000006': 0}	1.0
GO:0047485	F:protein N-terminus binding	{'GO:0000006': 0}	1.0
GO:0047527	F:2,3-dihydroxybenzoate-serine ligase activity	{'GO:0000006': 0}	1.0
GO:0047545	F:2-hydroxyglutarate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0047547	F:2-methylcitrate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0047559	F:3-dehydro-L-gulonate 2-dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0047577	F:4-hydroxybutyrate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0047589	F:5-aminovalerate transaminase activity	{'GO:0000006': 0}	1.0
GO:0047617	F:acyl-CoA hydrolase activity	{'GO:0000006': 0}	1.0
GO:0047622	F:adenosine nucleosidase activity	{'GO:0000006': 0}	1.0
GO:0047631	F:ADP-ribose diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0047652	F:allantoate deiminase activity	{'GO:0000006': 0}	1.0
GO:0047661	F:amino-acid racemase activity	{'GO:0000006': 0}	1.0
GO:0047681	F:aryl-alcohol dehydrogenase (NADP+) activity	{'GO:0000006': 0}	1.0
GO:0047693	F:ATP diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0047723	F:inosinate nucleosidase activity	{'GO:0000006': 0}	1.0
GO:0047724	F:inosine nucleosidase activity	{'GO:0000006': 0}	1.0
GO:0047770	F:carboxylate reductase activity	{'GO:0000006': 0}	1.0
GO:0047780	F:citrate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0047804	F:cysteine-S-conjugate beta-lyase activity	{'GO:0000006': 0}	1.0
GO:0047808	F:D(-)-tartrate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0047840	F:dCTP diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0047844	F:deoxycytidine deaminase activity	{'GO:0000006': 0}	1.0
GO:0047917	F:GDP-glucosidase activity	{'GO:0000006': 0}	1.0
GO:0047938	F:glucose-6-phosphate 1-epimerase activity	{'GO:0000006': 0}	1.0
GO:0047952	F:glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	{'GO:0000006': 0}	1.0
GO:0047954	F:glycerol-2-phosphatase activity	{'GO:0000006': 0}	1.0
GO:0047975	F:guanosine phosphorylase activity	{'GO:0000006': 0}	1.0
GO:0047995	F:hydroxyphenylpyruvate reductase activity	{'GO:0000006': 0}	1.0
GO:0048001	F:erythrose-4-phosphate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0048027	F:mRNA 5'-UTR binding	{'GO:0000006': 0}	1.0
GO:0048029	F:monosaccharide binding	{'GO:0000006': 0}	1.0
GO:0048031	F:trisaccharide binding	{'GO:0000006': 0}	1.0
GO:0048034	P:heme O biosynthetic process	{'GO:0000006': 0}	1.0
GO:0048037	F:cofactor binding	{'GO:0000006': 0}	1.0
GO:0048038	F:quinone binding	{'GO:0000006': 0}	1.0
GO:0048039	F:ubiquinone binding	{'GO:0000006': 0}	1.0
GO:0048040	F:UDP-glucuronate decarboxylase activity	{'GO:0000006': 0}	1.0
GO:0048255	P:mRNA stabilization	{'GO:0000006': 0}	1.0
GO:0048473	P:D-methionine transport	{'GO:0000006': 0}	1.0
GO:0048474	F:D-methionine transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0048476	C:Holliday junction resolvase complex	{'GO:0000006': 0}	1.0
GO:0048500	C:signal recognition particle	{'GO:0000006': 0}	1.0
GO:0048502	F:ATPase-coupled thiamine transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0048870	P:cell motility	{'GO:0000006': 0}	1.0
GO:0050032	F:L-rhamnonate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0050048	F:L-leucine:2-oxoglutarate aminotransferase activity	{'GO:0000006': 0}	1.0
GO:0050084	F:mannitol-1-phosphatase activity	{'GO:0000006': 0}	1.0
GO:0050089	F:mannose isomerase activity	{'GO:0000006': 0}	1.0
GO:0050131	F:N-methyl-L-amino-acid oxidase activity	{'GO:0000006': 0}	1.0
GO:0050136	F:NADH dehydrogenase (quinone) activity	{'GO:0000006': 0}	1.0
GO:0050140	F:nitrate reductase (cytochrome) activity	{'GO:0000006': 0}	1.0
GO:0050152	F:omega-amidase activity	{'GO:0000006': 0}	1.0
GO:0050163	F:oxaloacetate tautomerase activity	{'GO:0000006': 0}	1.0
GO:0050176	F:phenylalanine N-acetyltransferase activity	{'GO:0000006': 0}	1.0
GO:0050179	F:phenylserine aldolase activity	{'GO:0000006': 0}	1.0
GO:0050218	F:propionate-CoA ligase activity	{'GO:0000006': 0}	1.0
GO:0050225	F:pseudouridine kinase activity	{'GO:0000006': 0}	1.0
GO:0050236	F:pyridoxine:NADP 4-dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0050262	F:ribosylnicotinamide kinase activity	{'GO:0000006': 0}	1.0
GO:0050263	F:ribosylpyrimidine nucleosidase activity	{'GO:0000006': 0}	1.0
GO:0050270	F:S-adenosylhomocysteine deaminase activity	{'GO:0000006': 0}	1.0
GO:0050272	F:S-carboxymethylcysteine synthase activity	{'GO:0000006': 0}	1.0
GO:0050286	F:sorbitol-6-phosphatase activity	{'GO:0000006': 0}	1.0
GO:0050297	F:stizolobate synthase activity	{'GO:0000006': 0}	1.0
